2 users,,
122.4,1,0.989841
103.985,1,0.996665
103.267,1,0.999998
117.052,1,0.996384
113.212,1,0.999861
109.412,1,0.999971
109.397,1,0.999839
113.376,1,0.999114
124.071,1,0.987302
103.224,1,0.995709
118.084,1,0.995335
125.098,1,0.985644
107.591,1,0.999499
71.6467,1,0.981773
94.5564,1,0.974018
116.613,1,0.996795
107.082,1,0.999258
88.984,1,0.999991
115.035,1,0.998088
94.0671,1,0.972111
106.604,1,1
120.598,1,0.992337
102.516,1,0.999395
125.541,1,0.98725
101.815,1,0.993579
119.928,1,0.993193
121.522,1,0.999995
112.295,1,0.999582
97.1145,1,0.9827
123.906,1,0.998312
120.946,1,0.991875
109.651,1,0.999782
112.268,1,0.999592
107.617,1,0.999999
117.694,1,0.995745
95.3832,1,0.977056
104.493,1,0.997104
112.797,1,0.999631
97.9933,1,1
119.607,1,0.999994
125.769,1,1
99.7856,1,0.999997
97.9667,1,0.999997
122.32,1,0.989958
106.068,1,0.998628
105.435,1,0.998129
114.601,1,0.998391
102.785,1,0.99984
109.131,1,0.999937
124.484,1,0.986644
100.773,1,0.999989
113.448,1,0.999077
109.935,1,1
121.662,1,0.990896
126.656,1,0.982999
114.016,1,0.998761
117.309,1,0.996133
105.09,1,0.997822
105.858,1,0.998471
91.7278,1,0.996509
119.541,1,0.99367
117.707,1,0.999997
98.5263,1,1
125.452,1,0.999995
97.5863,1,0.984076
100.692,1,0.991528
121.877,1,0.990593
98.1258,1,0.999906
102.193,1,0.999977
115.231,1,0.997943
122.054,1,0.99034
76.298,1,0.99986
112.244,1,0.999997
123.559,1,0.988102
109.161,1,0.999941
110.404,1,0.999987
125.351,1,0.985225
118.226,1,0.995182
123.451,1,0.988267
114.878,1,0.9982
104.479,1,0.999965
115.365,1,0.997842
115.688,1,0.997588
122.687,1,0.999935
112.173,1,0.999625
114.059,1,0.999996
92.31,1,0.999999
110.247,1,0.999934
119.753,1,0.993411
109.04,1,0.999922
115.193,1,0.997972
126.002,1,0.984127
106.221,1,0.999146
108.58,1,1
122.393,1,0.989851
115.822,1,0.998549
119.283,1,0.99398
114.549,1,0.998426
118.547,1,0.994829
100.218,1,0.990562
110.984287,1,0.9954494
4 users,,
114.938,0.999996,0.999955
119.486,0.998442,0.98779
110.651,0.99242,0.984397
106.995,0.998876,0.997262
120.868,0.999951,0.988697
117.571,0.994578,0.982744
91.1711,0.999268,0.98697
109.359,0.998614,0.998549
111.891,0.994706,0.988285
115.27,0.999947,0.995933
102.992,0.999859,0.995825
115.457,0.998343,0.992644
118.312,0.997181,0.988129
109.004,0.983809,0.976205
122.33,0.99995,0.986365
98.2077,0.991029,0.983068
113.003,0.994524,0.987611
103.945,0.981459,0.966688
109.894,0.998283,0.996278
111.873,0.998897,0.996605
105.696,0.991129,0.988467
106.174,0.990749,0.989209
116.791,0.998842,0.992079
106.704,0.999944,0.99761
105.505,0.992951,0.991143
94.7808,0.999969,0.999947
102.762,1,0.999998
99.4463,0.99879,0.990275
122.66,0.999051,0.984073
99.2565,0.998862,0.99739
110.372,0.998293,0.996295
115.65,0.999857,0.99536
120.784,0.998416,0.985828
97.5876,0.999603,0.998489
102.729,0.999852,0.997834
115.455,0.989586,0.975981
113.14,0.983796,0.969305
107.622,0.995924,0.994044
110.922,0.994703,0.989625
116.435,0.997797,0.990429
122.027,0.996389,0.981254
117.811,0.99203,0.977513
116.312,0.998853,0.993342
100.705,0.999798,0.993895
117.374,0.997115,0.987981
122.974,0.999932,0.985258
118.18,0.999238,0.991135
108.745,0.99564,0.995622
99.8673,0.99963,0.995981
119.125,0.999969,0.99178
115.815,0.999547,0.99457
124.165,0.999987,0.986791
109.143,0.985908,0.972103
115.848,1,0.996861
104.546,0.997501,0.971043
111.222,0.999935,0.999033
100.754,0.999841,0.99627
117.279,0.999383,0.99256
108.25,0.995492,0.993093
117.957,0.999157,0.991265
119.41,0.999832,0.990622
117.076,0.993898,0.98196
101.943,0.996944,0.990431
115.033,0.995898,0.988142
109.291,0.999972,0.99695
111.71,0.999925,0.998748
121.018,0.995776,0.981109
114.481,0.998051,0.993016
119.135,0.99975,0.990849
109.288,0.998514,0.996894
121.666,0.999945,0.990757
119.62,0.996847,0.984842
119.747,0.999619,0.999619
114.518,0.999998,0.996767
117.995,0.996877,0.986737
100.247,0.993449,0.993388
117.913,0.999723,0.993759
118.046,0.999673,0.992166
103.788,0.989322,0.987317
120.268,0.99938,0.988489
90.8564,0.999886,0.984234
113.876,0.999994,0.99799
125.145,0.999931,0.981444
119.54,0.999122,0.989046
104.248,0.997413,0.993559
120.163,0.998374,0.998337
104.578,0.997782,0.990952
102.55,0.999584,0.999556
99.332,1,0.999988
112.137,0.99916,0.99916
118.108,0.999887,0.992506
118.714,0.994329,0.980813
119.009,0.998393,0.988361
109.701,0.998231,0.996287
110.773,0.999807,0.99903
102.898,0.999863,0.995992
106.883,0.98592,0.98132
110.048,0.999901,0.999456
114.969,0.997345,0.991082
106.131,0.991049,0.981958
111.636417,0.99712955,0.99054364
6 users,,
114.139,0.9998,0.996718
106.866,0.999208,0.998306
112.308,0.998996,0.99653
111.656,0.998138,0.994799
111.542,0.99827,0.995546
111.997,0.997758,0.994285
113.262,0.991505,0.981071
106.999,0.997023,0.99638
98.9833,0.997608,0.986784
103.204,0.999157,0.999143
117.775,0.993696,0.981067
111.79,0.992524,0.984044
101.229,0.99669,0.995155
119.764,0.996342,0.983405
101.364,0.999709,0.992909
109.68,0.992858,0.985682
109.219,0.991841,0.983693
104.436,0.999495,0.997832
122.99,0.999728,0.984835
122.645,0.999877,0.985703
117.552,0.996676,0.986901
105.775,0.988294,0.983449
107.959,0.997446,0.996587
110.045,0.99888,0.998486
111.437,0.993655,0.985572
120.067,0.99922,0.988472
118.385,0.999336,0.991056
112.117,0.986832,0.972729
113.404,0.995473,0.98963
114.964,0.999594,0.995652
113.067,0.984103,0.966158
102.66,0.997555,0.989335
121.934,0.999604,0.987297
115.779,0.997942,0.992145
108.87,0.98763,0.982028
117.377,0.996753,0.988474
120.442,0.999834,0.990379
100.71,0.999309,0.983674
113.355,0.988986,0.979384
108.086,0.995027,0.993235
114.029,0.994209,0.986366
114.085,0.998379,0.994035
116.618,0.99379,0.982358
111.346,0.997605,0.994512
114.49,0.993409,0.984676
117.945,0.99592,0.984928
113.554,0.994484,0.987586
114.585,0.998585,0.994219
114.084,0.997744,0.992669
117.53,0.998875,0.991251
105.609,0.997733,0.997499
111.024,0.99757,0.997536
107.446,0.996701,0.992416
87.9912,0.998284,0.965193
99.543,0.995518,0.986341
99.9804,0.999452,0.992638
119.083,0.999764,0.990948
113.693,0.997808,0.993146
121.866,0.999691,0.986617
121.26,0.999623,0.987447
101.539,0.999257,0.990637
111.894,0.992906,0.99053
106.621,0.98921,0.978489
109.024,0.992882,0.986235
119.27,0.997187,0.985759
114.773,0.997204,0.990991
109.458,0.994147,0.992872
120.192,0.996706,0.983586
106.757,0.999069,0.999016
107.266,0.993348,0.986738
120.294,0.999094,0.98789
114.327,0.998015,0.993373
110.233,0.994842,0.990261
107.581,0.999088,0.998578
110.938,0.993703,0.986802
97.2337,0.999659,0.989736
108.378,0.995079,0.990193
113.051,0.996677,0.991411
111.713,0.99816,0.995232
109.958,0.984464,0.97101
105.201,0.99856,0.996421
112.445,0.992559,0.984713
105.35,0.998237,0.997615
106.191,0.995837,0.993865
115.67,0.999207,0.994051
108.1,0.999284,0.99899
105.837,0.998163,0.997693
116.538,0.999801,0.994267
103.623,0.989329,0.980075
110.286,0.991073,0.985548
114.287,0.991884,0.981359
