118.621,0.708177,5,2965.53,0.818337,2
121.489,0.666667,4,3304.01,1,3
113.3,0.833333,5,3085.87,0.833333,2
135.774,0.818177,5,3446.84,0.832191,2
121.627,0.833333,5,3045.02,0.833333,2
118.677,0.845949,6,2787.52,0.960213,1
141.802,0.833333,5,3601.7,0.833333,2
114.117,0.557996,3,2280.22,0.912962,3
127.169,0.566798,3,2572.86,0.941999,3
156.745,0.833333,5,3735.82,0.833333,2
124.634,0.584212,3,2904.43,0.94361,3
141.735,0.833333,5,3679.8,0.833333,2
134.112,0.9202,5,3421.22,0.96376,1
114.749,0.828841,5,3034.7,0.833235,2
96.4763,0.900804,6,2936.31,0.970143,1
135.636,0.833333,5,3451.69,0.833333,2
135.256,0.742464,5,3214.57,0.81616,2
98.7733,0.65362,4,2857.82,0.998806,3
129.226,0.666667,4,3199.51,1,3
155.738,0.666667,4,3794.57,1,3
116.831,0.917769,5,2822.84,0.974557,1
124.276,0.833333,5,3565.16,0.833333,2
111.094,0.833333,5,3414.31,0.833333,2
112.194,0.722808,4,2894.5,0.773864,2
151.873,0.959439,6,3605.05,0.991143,1
122.812,0.833333,5,3036.94,0.833333,2
81.0649,0.567412,2,2043.34,0.960026,3
117.49,0.864684,6,3193.94,0.977431,1
128.151,0.666667,4,3353.7,1,3
109.24,0.635406,5,2640.76,0.983552,1
139.41,0.929646,6,3478.16,0.991145,1
105.569,0.653784,4,2512.72,0.998837,3
122.575,0.666667,4,2733.14,1,3
129.772,0.781961,5,3379.74,0.829875,2
87.7075,0.788158,5,2242.96,0.878087,1
117.722,0.901374,5,2781.86,0.943731,1
112.062,0.666667,4,3307.4,1,3
134.452,0.833333,5,3417.75,0.833333,2
92.5424,0.591382,4,2504.39,0.953635,3
78.1759,0.641589,3,2222.32,0.995437,3
124.526,0.817112,5,3210.18,0.832022,2
116.328,0.666667,4,2752.58,1,3
125.334,0.784176,5,2901.15,0.820438,2
99.4912,0.825314,5,2474.65,0.833204,2
123.983,0.666667,4,2637.86,1,3
127.865,0.900121,6,3033.37,0.973099,1
139.373,0.833333,5,3644.96,0.833333,2
124.64,0.662271,4,3071.65,0.999868,3
145.276,0.826703,5,3312.32,0.833119,2
119.685,0.666667,4,3606.5,1,3
118.098,0.929866,5,2859.71,0.972343,1
128.268,0.624271,4,2953.06,0.990106,3
132.439,0.63834,4,3189.27,0.994127,3
145.515,0.666667,4,3440.7,1,3
132.907,0.833333,5,3423.29,0.833333,2
144.239,1,6,3646.21,1,1
116.084,0.833333,5,3022.78,0.833333,2
113.807,0.75264,5,2511.25,0.796702,2
114.552,0.916784,6,2786.59,0.979688,1
117.858,0.698606,4,2515.06,0.725416,2
132.986,0.833333,5,3462.68,0.833333,2
111.056,0.607784,4,3213.69,0.972613,3
127.325,0.5,3,3321.88,0.75,4
148.416,0.833333,5,3710.4,0.833333,2
109.272,0.666667,4,3118.13,1,3
112.502,0.823043,5,2659.26,0.913446,1
104.189,0.840186,6,2730.44,0.931683,1
112.921,0.822466,5,2925.4,0.832863,2
115.759,0.833333,5,3190.88,0.833333,2
150.652,0.666667,4,3670.49,1,3
148.614,0.95256,5,3303.03,0.987751,1
109.804,0.666667,4,2682.32,1,3
103.02,0.666667,4,2623.64,1,3
140.217,1,6,3425.21,1,1
120.663,0.740708,5,2972.47,0.805289,2
141.806,0.996547,6,3565.16,0.999976,1
127.63,0.850516,5,3178.01,0.970038,1
102.715,0.844276,5,2590.29,0.959911,1
125.863,0.644448,4,2619.19,0.996447,3
112.488,0.833333,5,3628.72,0.833333,2
132.094,0.71397,5,3322.35,0.821298,2
134.272,0.833333,5,3356.79,0.833333,2
122.028,0.876563,6,3423.55,0.96007,1
136.962,0.807905,5,3370.25,0.830044,2
116.315,0.860921,6,2951.68,0.966516,1
118.708,0.788733,5,3060.05,0.82281,2
131.596,0.833333,5,3422.36,0.833333,2
118.884,0.5,3,2998.4,0.75,4
120.304,0.794008,5,2959.43,0.825236,2
114.445,0.666667,4,2758.17,1,3
122.141,0.587469,3,2531.79,0.948296,3
122.782,0.804631,5,3146.93,0.831375,2
112.43,0.666667,4,2686.32,1,3
89.4551,0.984956,6,2817.34,0.998835,1
114.976,0.768451,5,2861.52,0.810229,2
119.47,0.695781,5,2500.17,0.782096,2
118.244,0.769043,6,2917.26,0.962169,1
131.49,0.833333,5,3513.29,0.833333,2
112.623,0.666667,4,2825.34,1,3
109.384,0.831743,5,2859.65,0.833321,2
113.273,0.833333,5,2931.51,0.833333,2
115.616,0.833333,5,3369.37,0.833333,2
107.596,0.621182,4,2269.43,0.802624,1
126.761,0.830172,5,3217.29,0.833285,2
117.999,0.90091,6,2923.66,0.976198,1
112.196,0.754883,5,2967.7,0.798824,2
105.22,0.833333,5,3019.76,0.833333,2
120.92,0.818762,5,3123.04,0.832279,2
96.9163,0.608359,4,2039.33,0.97318,3
136.93,0.625746,4,3268.3,0.987333,3
125.311,0.632336,3,3427.85,0.991234,3
107.733,0.768681,5,2857.92,0.822296,2
139.971,1,6,3739.06,1,1
117.443,0.876386,6,2823.85,0.975217,1
128.913,0.917835,5,3050.63,0.961474,1
107.095,0.833333,5,3091.34,0.833333,2
109.747,0.666667,4,2998.2,1,3
99.7269,0.831031,5,2454.66,0.927514,1
128.629,0.640039,4,2800.82,0.994834,3
136.876,0.832119,5,3415.32,0.833326,2
132.643,0.833333,5,3556.25,0.833333,2
119.533,0.740877,4,2770.46,0.784467,2
110.494,0.833333,5,2834.37,0.833333,2
121.962,0.719848,5,3045.79,0.812132,2
133.006,0.959599,5,3119.2,0.991215,1
84.5808,0.718391,6,2026.8,0.865336,1
108.696,0.663525,4,2940.65,0.999933,3
122.751,0.723092,5,2945.03,0.814978,2
110.646,0.915361,6,2727.88,0.960529,1
114.501,0.895827,5,3211.88,0.979595,1
115.98,0.969981,6,2861.07,0.995234,1
114.964,0.659044,4,2820.45,0.999599,3
112.919,0.802431,5,2729.65,0.893868,1
147.307,0.995195,6,3741.21,0.999883,1
148.913,0.833333,5,3523.6,0.833333,2
100.363,0.599946,4,2084.45,0.987562,3
145.426,0.833333,5,3635.66,0.833333,2
119.57,0.833333,5,2989.26,0.833333,2
124.621,0.637662,4,2757.85,0.993831,3
120.335,0.833333,5,3210.33,0.833333,2
122.274,0.665107,4,2946.73,0.999984,3
115.812,0.800627,5,3008.6,0.828125,2
136.566,0.807759,5,2764.02,0.830005,2
143.498,1,6,3730.89,1,1
85.8698,0.602473,4,2463.19,0.983329,3
82.3292,0.666667,4,2156.19,1,3
130.662,0.833333,5,3298.76,0.833333,2
128.812,0.666667,4,3423.36,1,3
116.405,0.934056,6,2858.31,0.99106,1
140.268,0.932998,6,3340.91,0.974862,1
107.495,0.833333,5,2737.15,0.833333,2
122.779,0.833333,5,3119.52,0.833333,2
112.892,0.927591,6,2862.28,0.976922,1
104.902,0.635115,4,2715.96,0.99265,3
117.096,0.811687,5,2927.41,0.831068,2
91.8795,0.606692,4,1881.72,0.990063,3
99.7698,1,6,2854.59,1,1
121.515,0.833333,5,3026.7,0.833333,2
99.7177,0.607235,4,2575.1,0.972066,3
113.71,0.5,3,2888.85,0.75,4
123.121,0.908993,6,2834.78,0.969902,1
156.164,0.99178,6,3809.18,0.999657,1
118.381,0.660702,4,2691.16,0.999756,3
129.422,0.666667,4,3425.71,1,3
127.903,0.914633,5,3163.76,0.962747,1
116.326,0.772036,5,2680.65,0.812837,2
137.136,0.941891,5,3308,0.981325,1
126.234,0.833333,5,2975.89,0.833333,2
128.368,0.989525,6,2939.15,0.99944,1
98.7983,0.600163,4,2504.69,0.986242,3
121.095,0.666667,4,3405.12,1,3
117.695,0.833333,5,3523.67,0.833333,2
143.201,0.833333,5,3587.66,0.833333,2
122.514,0.933133,6,3053.09,0.974968,1
166.621,1,6,4093.53,1,1
132.084,0.833333,5,2971.72,0.833333,2
102.552,0.818859,5,3053.85,0.832293,2
143.119,0.833333,5,3231.21,0.833333,2
155.826,0.833333,5,3935.35,0.833333,2
143.711,1,6,3734.73,1,1
134.58,0.666667,4,3466.81,1,3
111.534,0.5,3,3214.47,0.75,4
96.8329,0.603379,4,2383.48,0.96805,3
133.174,0.814568,5,3221.53,0.831568,2
139.116,0.691139,5,3408.25,0.813448,2
132.585,0.881009,6,3239.98,0.963946,1
105.741,0.833333,5,2858.43,0.833333,2
125.519,0.666667,4,3034.82,1,3
130.871,1,6,3357.49,1,1
126.15,0.939769,6,3200.25,0.987943,1
117.479,0.666667,4,3115.59,1,3
97.4475,0.844284,6,2635.55,0.958351,1
134.236,0.734705,5,3215.06,0.812755,2
109.154,0.833333,5,2699.41,0.833333,2
125.481,0.933209,6,3081.52,0.989515,1
112.716,0.633631,3,2651.32,0.991911,3
98.1815,0.801655,5,2935.96,0.82816,2
100.884,0.666667,4,2799.21,1,3
124.553,0.996517,6,3352.34,0.999939,1
125.533,0.656205,4,3094.44,0.999238,3
132.38,0.666667,4,3617.42,1,3
126.762,0.841087,6,3388.17,0.963955,1
109.229,0.924438,6,2783.85,0.986694,1
132.546,0.800871,5,3046.16,0.827892,2
112.676,0.606062,3,2561.09,0.970875,3
120.778,0.833333,5,3124.52,0.833333,2
143.375,0.666667,4,3550.12,1,3
124.04,0.833333,5,3226.17,0.833333,2
123.214,0.666667,4,3053,1,3
126.255,0.85725,5,2946.2,0.975501,1
89.9438,0.5,3,2684.06,0.75,4
95.263,0.666667,4,2358.05,1,3
118.267,0.761293,5,2765.44,0.804558,2
127.296,0.777282,5,2668.39,0.816353,2
126.779,0.833333,5,3268.46,0.833333,2
117.993,0.821358,5,2841.06,0.935211,1
98.0017,0.5,3,2899.28,0.75,4
135.9,0.833333,5,3506.86,0.833333,2
130.678,0.666667,4,3539.66,1,3
108.916,0.619633,4,2748.18,0.983009,3
121.936,0.778377,5,2840.37,0.817042,2
157.935,0.979811,6,4082.56,0.99915,1
132.359,0.666667,4,2903.82,1,3
130.551,0.671581,4,2804.76,0.766387,2
120.411,0.833333,5,3493.73,0.833333,2
113.21,0.569396,4,2842.34,0.932584,3
111.225,0.929516,6,2702.13,0.972053,1
118.13,0.833333,5,3163.77,0.833333,2
105.338,0.953525,6,2666.14,0.988262,1
127.276,0.5,3,2949.71,0.75,4
120.727,0.728143,6,2465.32,0.843422,1
126.747,0.666667,4,3120.48,1,3
119.532,0.833333,5,2771.95,0.833333,2
125.231,0.679431,4,2448.95,0.691427,2
132.495,0.816635,5,3312.37,0.831998,2
94.0334,0.666667,4,2763.45,1,3
95.7003,0.666667,4,2616.7,1,3
109.34,0.653011,4,3216.02,0.99869,3
113.441,0.71141,5,3029.72,0.817015,2
125.008,0.786484,5,2884.67,0.821671,2
106.97,0.780158,4,2486.18,0.819625,2
152.977,1,6,3928.88,1,1
134.57,0.833333,5,3158.59,0.833333,2
119.12,0.5,3,2378.61,0.75,4
122.305,0.99179,6,3008.79,0.999657,1
142.131,0.666667,4,3430.81,1,3
126.713,0.5,3,3111.63,0.75,4
131.173,0.666667,4,3441.15,1,3
127.276,0.923296,5,3032.35,0.971392,1
136.007,0.666667,4,3393.41,1,3
125.386,0.658873,4,2687.38,0.99958,3
118.549,0.642568,3,2644.37,0.99826,3
107.699,0.800773,5,2597.4,0.827858,2
110.787,0.800288,5,2849.9,0.827689,2
144.976,0.833333,5,3474.98,0.833333,2
132.162,0.666667,4,2764.79,1,3
102.458,0.77561,5,1929.67,0.826315,2
118.3,0.833333,5,2794.25,0.833333,2
106.969,0.587324,4,2250.32,0.982035,3
137.91,0.833333,5,3735.91,0.833333,2
102.945,0.833333,5,3015.6,0.833333,2
109.479,0.666667,4,2856.51,1,3
91.5403,0.623911,3,2545.88,0.986107,3
128.53,0.907537,5,3130.83,0.95066,1
115.762,0.82853,6,2914.31,0.958162,1
140.007,0.895999,6,3309.09,0.989972,1
121.694,0.761985,5,3009.99,0.805098,2
122.739,0.666667,4,3107.3,1,3
133.474,0.81161,5,3336.84,0.831159,2
103.271,0.744354,5,2494.71,0.804738,2
126.043,0.881643,6,3209.61,0.973897,1
111.588,0.5,3,3187.5,0.75,4
138.347,0.882522,5,3009.51,0.959226,1
135.326,0.956758,6,3360.99,0.993783,1
132.338,0.769667,5,3308.46,0.8128,2
105.551,0.660181,4,2776.66,0.999711,3
93.3119,0.833333,5,3147.46,0.833333,2
115.947,0.647721,4,2981.8,0.99744,3
132.838,0.833333,5,3473.23,0.833333,2
137.485,0.822031,5,3389.38,0.832704,2
134.482,0.833333,5,3273.27,0.833333,2
118.458,0.833333,5,3055.59,0.833333,2
122.67,0.637619,3,2965.9,0.993812,3
139.193,0.833333,5,3377.53,0.833333,2
136.656,0.64836,4,3248.32,0.997614,3
129.797,0.698292,4,3078.05,0.822279,2
122.219,0.794294,5,3076.83,0.829223,2
125.47,0.833333,5,3295.68,0.833333,2
123.392,0.886818,6,2956.51,0.969725,1
123.928,0.774548,5,3098.2,0.8264,2
124.75,0.822987,5,3489.11,0.832807,2
121.968,0.666667,4,2870,1,3
114.419,0.931139,6,3103.6,0.988337,1
121.495,0.898055,6,2859.18,0.939469,1
114.537,0.81797,6,3101.9,0.973393,1
120.197,0.846376,6,2996.9,0.959452,1
126.358,0.931003,6,3226.66,0.991967,1
132.982,0.785495,5,3183.14,0.821151,2
141.514,0.666667,4,3579.44,1,3
115.076,0.661751,4,2842.2,0.999834,3
110.622,0.780573,5,3224.46,0.81842,2
121.953,0.718939,5,3055.67,0.814249,2
131.159,0.833333,5,3315.81,0.833333,2
121.486,0.833333,5,3132.71,0.833333,2
127.533,0.833333,5,3167.38,0.833333,2
126.879,0.920023,6,3077.15,0.965791,1
118.423,0.643943,4,2582,0.996278,3
117.112,0.666667,4,2885.28,1,3
133.536,0.802425,5,3107.91,0.828803,2
122.684,0.620096,4,2854.33,0.98336,3
104.626,0.628289,4,2653.49,0.988931,3
117.532,0.620691,3,2153.45,0.983807,3
103.723,0.817781,5,2644.22,0.83213,2
122.832,0.666667,4,3151.41,1,3
131.636,0.820174,6,3299.61,0.958064,1
134.61,0.812671,5,3365.24,0.831695,2
114.69,0.833333,5,2947.93,0.833333,2
131.535,0.833333,5,3204.98,0.833333,2
120.527,0.797324,5,2591.16,0.884751,1
111.457,0.833333,5,3117.6,0.833333,2
113.267,0.666667,4,2801.62,1,3
116.281,0.800979,4,2964.99,0.82793,2
129.421,0.833333,5,3487.43,0.833333,2
140.483,0.787904,5,3526.8,0.92957,1
134.507,0.942625,6,3439.12,0.981813,1
121.847,0.771849,5,3185.62,0.812706,2
100.597,0.629711,3,2413.53,0.989773,3
120.588,0.616869,4,2944.64,0.980825,3
109.35,0.666277,4,3061.13,0.999999,3
124.399,0.810218,5,3146.63,0.830629,2
129.422,0.5,3,3343.36,0.75,4
137.856,0.853647,6,3762.92,0.965672,1
126.532,0.5,3,3003.2,0.75,4
101.496,0.565625,3,2133.11,0.953788,3
120.36,0.752411,5,2184.04,0.796481,2
90.0633,0.990086,6,2414.3,0.999499,1
107.349,0.795403,5,2860.98,0.830208,2
134.705,0.833333,5,3182.44,0.833333,2
130.331,0.833333,5,3358.31,0.833333,2
125.485,0.833333,5,3030.78,0.833333,2
117.824,0.861752,5,2799.69,0.977067,1
131.072,0.5,3,3277.92,0.75,4
118.629,0.666667,4,3264.25,1,3
102.239,0.666667,4,2913.94,1,3
152.861,0.833333,5,3713.92,0.833333,2
127.046,0.978454,6,3094.73,0.998771,1
131.271,0.817949,5,3402.36,0.832156,2
154.964,0.833333,5,3824.65,0.833333,2
106.346,0.650357,4,2630.42,0.998117,3
112.745,0.791935,5,2524.11,0.877412,1
125.101,0.727982,4,2661.02,0.774894,2
139.059,0.801356,5,3374.32,0.828981,2
133.967,0.615611,4,3097.12,0.979783,3
118.394,0.889714,5,3001.13,0.970181,1
144.411,0.666667,4,3578.81,1,3
98.0878,0.838917,5,2314.98,0.91771,1
123.983,0.758218,6,3126.39,0.95041,1
134.522,0.817146,5,3378.44,0.832027,2
110.412,0.757647,5,2619.5,0.801346,2
99.4145,0.5,3,2841.32,0.75,4
116.261,0.666667,4,3061.75,1,3
111.223,0.832534,5,2953.96,0.83333,2
82.3721,0.654223,4,2185.9,0.998916,3
141.785,0.824882,5,3544.61,0.832984,2
116.788,0.945664,5,2862.21,0.987776,1
146.8,0.832175,6,3628.66,0.988076,1
120.061,0.573844,3,2957.36,0.927217,3
129.569,0.614421,4,3057.38,0.978769,3
137.76,0.666667,4,3165.15,1,3
127.682,0.802635,5,2888.43,0.828486,2
137.22,0.870969,6,3416.28,0.958441,1
116.746,1,6,3494.18,1,1
99.2872,1,6,2902.29,1,1
142.928,0.833333,5,3475.88,0.833333,2
109.54,0.833333,5,2607.92,0.833333,2
120.601,0.744404,5,2840.12,0.89726,1
119.444,0.915783,6,2962.41,0.980221,1
119.731,0.857866,6,3142.04,0.950843,1
135.757,0.666667,4,3262.06,1,3
120.954,0.666667,4,3115.75,1,3
132.508,0.833333,5,3552.98,0.833333,2
128.079,0.833333,5,3290.45,0.833333,2
123.35,0.80436,5,3083.75,0.831713,2
112.418,0.644953,4,2991.42,0.996611,3
114.096,0.833333,5,3153.29,0.833333,2
93.7646,0.880095,6,2486.06,0.964258,1
105.645,0.937191,6,2765.68,0.988855,1
115.582,0.92471,6,2946.41,0.967918,1
102.962,0.759586,5,2655.55,0.82541,2
105.923,0.833333,5,3313.1,0.833333,2
114.947,0.64198,4,2654.32,0.995583,3
110.598,0.857522,5,2923.01,0.969107,1
131.361,0.666667,4,3160.6,1,3
124.683,0.833333,5,3432.26,0.833333,2
139.665,0.833333,5,3464.58,0.833333,2
142.316,0.834128,5,3078.12,0.95922,1
98.9139,0.598264,3,2039.03,0.962263,3
149.721,0.833333,5,3743.02,0.833333,2
142.206,0.666667,4,3253.65,1,3
122.47,0.5,3,3310.24,0.75,4
120.737,0.873536,6,3274.5,0.985164,1
103.665,0.610976,4,3151.79,0.975681,3
121.863,0.920953,6,3214.28,0.97556,1
142.446,0.813097,5,3280.78,0.831274,2
120.847,0.964003,6,3162.4,0.993076,1
86.7785,0.591379,4,2355.27,0.953632,3
129.749,0.833333,5,3393.59,0.833333,2
105.241,1,6,3105.21,1,1
132.015,0.45994,3,2317.75,0.738791,4
99.0112,0.810681,5,2692.96,0.830739,2
139.582,0.921226,6,3293.49,0.981702,1
135.467,0.666667,4,3795.45,1,3
125.892,0.953196,6,3319.43,0.988089,1
120.816,0.936117,6,3109.72,0.977244,1
126.402,0.833333,5,3072.8,0.833333,2
125.025,0.666667,4,3107.8,1,3
101.927,0.626679,3,2606.72,0.987933,3
134.918,0.98689,6,3421.72,0.999118,1
107.525,0.551904,3,2481.28,0.952775,3
126.774,0.829589,5,3270.78,0.833286,2
116.107,0.833333,5,2871.73,0.833333,2
141.902,0.833333,5,3536.84,0.833333,2
139.21,0.833333,5,3154.24,0.833333,2
93.3968,0.708461,4,2130.73,0.889921,1
112.154,0.66402,5,2692.67,0.884423,1
114.823,0.950918,6,2908.77,0.988789,1
142.519,1,6,3750.12,1,1
113.968,0.666667,4,2745.95,1,3
137.925,0.732865,5,3427.7,0.825535,2
88.9628,0.666667,4,2721.94,1,3
103.584,0.580855,3,2711.73,0.938548,3
116.037,0.887333,6,2935.64,0.950126,1
142.411,1,6,3560.28,1,1
121.086,0.856192,6,2989.57,0.94579,1
102.14,0.874029,6,2692.17,0.963949,1
133.021,0.833333,5,3305.37,0.833333,2
144.82,0.965167,6,3699.54,0.99353,1
121.661,0.666667,4,3132.36,1,3
141.868,0.942869,6,3501.99,0.986795,1
117.229,0.666667,4,2969.2,1,3
124.896,0.920713,5,3192.72,0.970869,1
119.989,0.633135,4,2852.47,0.991656,3
102.141,0.666667,4,2779.41,1,3
115.736,0.5,3,3208.97,0.75,4
131.895,0.908061,5,3285.02,0.951244,1
126.561,0.652166,4,3128.06,0.998519,3
140.016,0.833333,5,3500.4,0.833333,2
126.408,0.817073,5,3272.8,0.832015,2
109.46,0.651938,4,2919.05,0.998471,3
92.7375,0.603626,3,2018.46,0.968316,3
114.802,0.833333,5,3081.73,0.833333,2
107.269,0.833333,5,2724.61,0.833333,2
126.759,0.881078,5,3027.4,0.937255,1
122.129,0.666667,4,3062.86,1,3
122.599,0.666667,4,3105.54,1,3
107.491,0.738781,5,2597.68,0.81685,2
130.629,0.829891,6,3073.3,0.951834,1
122.984,0.803119,5,3224.29,0.828642,2
143.388,0.833333,5,3554.66,0.833333,2
107.46,0.862603,5,2658.26,0.943787,1
115.965,0.880088,6,3059.3,0.964249,1
114.069,0.833333,5,3333.33,0.833333,2
112.414,0.745663,5,2418.05,0.78967,2
